action,direction,entry_time,entry_price,quantity,capital,stop_price,atr,signal_type,close_time,close_price,pnl,close_reason
open,short,1736446500000,92718.4,0.005392672867521441,100.0,93751.84285714285,516.7214285714269,二次死叉,,,,
close,short,1736446500000,92718.4,0.005392672867521441,93.92419423452395,,,,1736481600000.0,93751.84285714285,-6.075805765476051,止损
open,short,1736525700000,93393.7,0.0050284009646541445,93.92419423452395,95269.11428571427,937.7071428571393,死叉,,,,
close,short,1736525700000,93393.7,0.0050284009646541445,84.01952309243782,,,,1736531100000.0,95269.11428571427,-9.904671142086137,止损
open,short,1736565300000,94121.3,0.004463363929973228,84.01952309243782,94541.44285714286,210.07142857142858,死叉,,,,
close,short,1736565300000,94121.3,0.004463363929973228,81.72323737773131,,,,1736593200000.0,94541.44285714286,-2.296285714706507,止损
open,short,1736615700000,94076.3,0.004343455119819302,81.72323737773131,94451.40000000001,187.55000000000084,死叉,,,,
close,short,1736615700000,94076.3,0.004343455119819302,79.68457656039068,,,,1736627400000.0,94451.40000000001,-2.038660817340624,止损
open,short,1736666100000,94343.4,0.004223113464237599,79.68457656039068,94547.21428571428,101.90714285714161,死叉,,,,
close,short,1736666100000,94343.4,0.004223113464237599,78.42499245795767,,,,1736684100000.0,94547.21428571428,-1.259584102433005,止损
open,short,1736719200000,93990.8,0.00417195047057572,78.42499245795767,94401.02857142857,205.1142857142851,死叉,,,,
close,short,1736719200000,93990.8,0.00417195047057572,76.32055848741206,,,,1736724600000.0,94401.02857142857,-2.1044339705456157,止损
open,short,1736735400000,94037.1,0.004058002558958754,76.32055848741206,94930.62857142858,446.7642857142824,死叉,,,,
close,short,1736735400000,94037.1,0.004058002558958754,94.07772669484778,,,,1736778600000.0,89569.45714285718,17.757168207435726,固定止盈
open,long,1736878500000,96590.5,0.0048699264780101455,94.07772669484778,95497.8,546.3500000000006,二次金叉,,,,
close,long,1736878500000,96590.5,0.0048699264780101455,120.20087795232567,,,,1737080100000.0,102054.0,26.123151257477886,固定止盈
open,long,1737208800000,104153.1,0.005770393677784226,120.20087795232567,103387.42857142858,382.83571428571304,金叉,,,,
close,long,1737208800000,104153.1,0.005770393677784226,115.18385710466082,,,,1737217800000.0,103387.42857142858,-5.017020847664858,止损
open,long,1737284400000,105087.6,0.005480373379193207,115.18385710466082,104038.7142857143,524.4428571428538,二次金叉,,,,
close,long,1737284400000,105087.6,0.005480373379193207,108.86252661542329,,,,1737323100000.0,104038.7142857143,-6.32133048923752,止损
open,long,1737356400000,109024.4,0.004992576277210573,108.86252661542329,106902.68571428572,1060.8571428571408,金叉,,,,
close,long,1737356400000,109024.4,0.004992576277210573,97.73068998267524,,,,1737375300000.0,106902.68571428572,-11.131836632748046,止损
open,long,1737459900000,103725.0,0.004711047962529537,97.73068998267524,102884.05714285714,420.471428571429,金叉,,,,
close,long,1737459900000,103725.0,0.004711047962529537,93.28229526008211,,,,1737471600000.0,102884.05714285714,-4.448394722593132,止损
open,long,1737644400000,103462.3,0.004508033131879057,93.28229526008211,101784.88571428572,838.7071428571414,金叉,,,,
close,long,1737644400000,103462.3,0.004508033131879057,85.2578255274824,,,,1737938700000.0,101784.88571428572,-8.024469732599716,止损
open,short,1737999000000,99547.0,0.0042822900503019885,85.2578255274824,101065.04285714286,759.0214285714288,二次死叉,,,,
close,short,1737999000000,99547.0,0.0042822900503019885,78.32758622685856,,,,1738010700000.0,101065.04285714286,-6.930239300623838,止损
open,short,1738095300000,101928.4,0.003842284693317003,78.32758622685856,102844.09999999999,457.85000000000167,死叉,,,,
close,short,1738095300000,101928.4,0.003842284693317003,74.41580901200706,,,,1738137600000.0,102844.09999999999,-3.9117772148514964,止损
open,short,1738161900000,101989.7,0.00364820217198438,74.41580901200706,102709.78571428571,360.04285714285754,死叉,,,,
close,short,1738161900000,101989.7,0.00364820217198438,71.41539819094153,,,,1738171800000.0,102709.78571428571,-3.000410821065533,止损
open,long,1738174500000,102536.4,0.0034824412691952097,71.41539819094153,101804.79999999999,365.7999999999998,金叉,,,,
close,long,1738174500000,102536.4,0.0034824412691952097,68.51184104445986,,,,1738177200000.0,101804.79999999999,-2.9035571464816714,止损
open,long,1738179000000,103418.1,0.0033123718693565175,68.51184104445986,102253.45714285715,582.3214285714296,二次金叉,,,,
close,long,1738179000000,103418.1,0.0033123718693565175,64.31348046650949,,,,1738350900000.0,102253.45714285715,-4.19836057795037,止损
open,short,1738418400000,101924.9,0.003154944496708336,64.31348046650949,102277.27142857143,176.18571428571678,二次死叉,,,,
close,short,1738418400000,101924.9,0.003154944496708336,69.55325384176888,,,,1738465200000.0,100163.04285714282,5.2397733752593885,固定止盈
