action,direction,entry_time,entry_price,quantity,capital,stop_price,atr,close_time,close_price,pnl,close_reason
open,long,1748754000000,104645.4,0.0037772923628660456,79.05525404581249,104285.24285714285,180.07857142857185,,,,
close,long,1748754000000,104645.4,0.0037772923628660456,77.69483522066653,,,1748758500000.0,104285.24285714285,-1.36041882514596,止损
open,long,1748788200000,104622.4,0.0037131070985117216,77.69483522066653,104207.54285714285,207.42857142857247,,,,
close,long,1748788200000,104622.4,0.0037131070985117216,78.61345791683837,,,1748836800000.0,104869.8,0.9186226961718323,信号平仓
open,long,1748850300000,105346.4,0.0037311886270835256,78.61345791683837,104945.62857142858,200.3857142857118,,,,
close,long,1748850300000,105346.4,0.0037311886270835256,77.11810412049267,,,1748854800000.0,104945.62857142858,-1.49535379634569,止损
open,long,1748896200000,104750.8,0.0036810269764284698,77.11810412049267,104131.45714285715,309.6714285714292,,,,
close,long,1748896200000,104750.8,0.0036810269764284698,78.74290942788818,,,1748935800000.0,105192.2,1.624805307395505,信号平仓
open,long,1748957400000,105542.5,0.0037303886788681425,78.74290942788818,105255.02857142857,143.73571428571344,,,,
close,long,1748957400000,105542.5,0.0037303886788681425,77.67052926524727,,,1748958300000.0,105255.02857142857,-1.0723801626409106,止损
open,long,1749031200000,105902.3,0.0036670841551716665,77.67052926524727,105601.57142857143,150.36428571428718,,,,
close,long,1749031200000,105902.3,0.0036670841551716665,76.56773228595415,,,1749034800000.0,105601.57142857143,-1.1027969792931127,止损
open,long,1749096000000,105070.0,0.003643653387548975,76.56773228595415,104713.64285714286,178.17857142857142,,,,
close,long,1749096000000,105070.0,0.003643653387548975,75.26929037520544,,,1749101400000.0,104713.64285714286,-1.2984419107487102,止损
open,long,1749125700000,105354.5,0.003572191523627631,75.26929037520544,105012.84285714285,170.8285714285708,,,,
close,long,1749125700000,105354.5,0.003572191523627631,74.0488256255043,,,1749131100000.0,105012.84285714285,-1.220464749701138,止损
open,long,1749384900000,105585.8,0.0035065712257474164,74.0488256255043,105215.4,185.2000000000023,,,,
close,long,1749384900000,105585.8,0.0035065712257474164,74.18242598920526,,,1749425400000.0,105623.9,0.13360036370094594,信号平仓
open,long,1749460500000,106100.7,0.0034958499797459047,74.18242598920526,105794.29999999999,153.20000000000124,,,,
close,long,1749460500000,106100.7,0.0034958499797459047,84.49798010943948,,,1749545100000.0,109051.5,10.315554120234227,信号平仓
open,long,1749583800000,109941.8,0.0038428504949636756,84.49798010943948,109277.21428571429,332.2928571428565,,,,
close,long,1749583800000,109941.8,0.0038428504949636756,81.94407656835084,,,1749584700000.0,109277.21428571429,-2.55390354108864,止损
open,long,1749648600000,109642.2,0.003736885823540153,81.94407656835084,109135.25714285714,253.47142857142794,,,,
close,long,1749648600000,109642.2,0.003736885823540153,80.04968899214875,,,1749663900000.0,109135.25714285714,-1.894387576202087,止损
open,long,1749748500000,108119.0,0.0037019251469283267,80.04968899214875,107379.42857142858,369.78571428571325,,,,
close,long,1749748500000,108119.0,0.0037019251469283267,77.3118509227705,,,1749753900000.0,107379.42857142858,-2.7378380693782476,止损
open,long,1749815100000,104989.9,0.003681870871520523,77.3118509227705,104433.64285714284,278.1285714285737,,,,
close,long,1749815100000,104989.9,0.003681870871520523,75.26378395140952,,,1749823200000.0,104433.64285714284,-2.0480669713609845,止损
open,long,1749937500000,105269.1,0.0035748279386548154,75.26378395140952,104696.77142857143,286.16428571428486,,,,
close,long,1749937500000,105269.1,0.0035748279386548154,73.9446724420459,,,1749978000000.0,104900.1,-1.319111509363627,信号平仓
open,long,1749996000000,105354.0,0.003509343377662258,73.9446724420459,104985.71428571429,184.14285714285612,,,,
close,long,1749996000000,105354.0,0.003509343377662258,72.65223140952973,,,1750018500000.0,104985.71428571429,-1.2924410325161713,止损
open,long,1750032900000,105420.8,0.0034458205311252493,72.65223140952973,104910.90000000001,254.95000000000022,,,,
close,long,1750032900000,105420.8,0.0034458205311252493,75.30999278518665,,,1750118400000.0,106192.1,2.6577613756569147,信号平仓
open,long,1750213800000,104859.7,0.0035909883770975245,75.30999278518665,104380.08571428571,239.80714285714515,,,,
close,long,1750213800000,104859.7,0.0035909883770975245,74.55911711553559,,,1750239900000.0,104650.6,-0.750875669651061,信号平仓
open,long,1750284000000,104861.5,0.0035551235255806748,74.55911711553559,103897.62857142858,481.9357142857147,,,,
close,long,1750284000000,104861.5,0.0035551235255806748,73.59283454128274,,,1750338000000.0,104589.7,-0.9662825742528377,信号平仓
open,short,1750338000000,104589.7,0.003518168354115307,73.59283454128274,104839.15714285715,124.72857142857227,,,,
close,short,1750338000000,104589.7,0.003518168354115307,72.71520231557469,,,1750374900000.0,104839.15714285715,-0.8776322257080491,止损
open,short,1750431600000,104236.1,0.0034880047467036224,72.71520231557469,104992.1,378.0,,,,
close,short,1750431600000,104236.1,0.0034880047467036224,74.35037894082936,,,1750495500000.0,103767.3,1.6351766252546682,信号平仓
open,short,1750518900000,103355.1,0.0035968413237870873,74.35037894082936,103673.74285714286,159.32142857142858,,,,
close,short,1750518900000,103355.1,0.0035968413237870873,76.30058630658677,,,1750571100000.0,102812.9,1.9502073657574006,信号平仓
open,short,1750585500000,102158.0,0.0037344400980141926,76.30058630658677,102604.41428571429,223.20714285714348,,,,
close,short,1750585500000,102158.0,0.0037344400980141926,74.63347889768897,,,1750590900000.0,102604.41428571429,-1.6671074088977975,止损
open,short,1750695300000,100224.0,0.0037233336774469676,74.63347889768897,101348.05714285714,562.028571428571,,,,
close,short,1750695300000,100224.0,0.0037233336774469676,70.44823908231416,,,1750698000000.0,101348.05714285714,-4.185239815374814,止损
open,long,1750967100000,107476.1,0.00327739093074247,70.44823908231416,107038.28571428572,218.9071428571437,,,,
close,long,1750967100000,107476.1,0.00327739093074247,69.01335051296468,,,1750973400000.0,107038.28571428572,-1.4348885693494775,止损
open,long,1750995900000,107428.0,0.0032120746226758706,69.01335051296468,107032.21428571429,197.89285714285714,,,,
close,long,1750995900000,107428.0,0.0032120746226758706,67.74205726408991,,,1751009400000.0,107032.21428571429,-1.2712932488747724,止损
open,long,1751041800000,107396.1,0.0031538415856856026,67.74205726408991,106728.1,334.0,,,,
close,long,1751041800000,107396.1,0.0031538415856856026,65.63529108485193,,,1751045400000.0,106728.1,-2.1067661792379826,止损
open,long,1751058000000,107114.2,0.0030637997149235083,65.63529108485193,106662.02857142857,226.0857142857141,,,,
close,long,1751058000000,107114.2,0.0030637997149235083,65.70238829860878,,,1751119200000.0,107136.1,0.06709721375685158,信号平仓
open,long,1751179500000,107328.8,0.0030607995383628993,65.70238829860878,107254.0,37.400000000001455,,,,
close,long,1751179500000,107328.8,0.0030607995383628993,65.47344049313922,,,1751215500000.0,107254.0,-0.2289478054695538,止损
open,long,1751237100000,108041.5,0.003030013489869135,65.47344049313922,107678.81428571428,181.34285714285735,,,,
close,long,1751237100000,108041.5,0.003030013489869135,64.37449788627067,,,1751265900000.0,107678.81428571428,-1.098942606868551,止损
open,long,1751428800000,106157.0,0.0030320420644079373,64.37449788627067,105764.3,196.3499999999996,,,,
close,long,1751428800000,106157.0,0.0030320420644079373,72.04556430922275,,,1751512500000.0,108687.0,7.671066422952081,信号平仓
