action,direction,entry_time,entry_price,quantity,capital,stop_price,atr,close_time,close_price,pnl,close_reason
close,long,1737643500000,105167.7,0.004648409658021353,91.84379598883353,,,1737644400000.0,103892.27142857143,-5.9287144895449195,止损
open,long,1737693900000,104580.1,0.004391074209569198,91.84379598883353,103659.88571428572,460.1071428571439,,,,
close,long,1737693900000,104580.1,0.004391074209569198,94.1179333219694,,,1737754200000.0,105098.0,2.274137333135862,信号平仓
open,long,1737812700000,104658.6,0.004496426157141859,94.1179333219694,104310.84285714287,173.87857142856956,,,,
close,long,1737812700000,104658.6,0.004496426157141859,93.74877673446802,,,1737853200000.0,104576.5,-0.3691565875013728,信号平仓
open,long,1737864000000,105068.3,0.004461325477544989,93.74877673446802,104724.08571428571,172.10714285714388,,,,
close,long,1737864000000,105068.3,0.004461325477544989,92.21312477187591,,,1737883800000.0,104724.08571428571,-1.5356519625921117,止损
open,long,1737903600000,104936.1,0.00439377510560598,92.21312477187591,104654.3142857143,140.8928571428582,,,,
close,long,1737903600000,104936.1,0.00439377510560598,90.97502171533196,,,1737927900000.0,104654.3142857143,-1.2381030565439524,止损
open,long,1737989100000,101862.7,0.004465570896674247,90.97502171533196,100298.17142857143,782.2642857142865,,,,
close,long,1737989100000,101862.7,0.004465570896674247,83.9885084597452,,,1737995400000.0,100298.17142857143,-6.986513255586763,止损
open,short,1737999900000,99120.0,0.00423670845741249,83.9885084597452,100634.52857142857,757.2642857142855,,,,
close,short,1737999900000,99120.0,0.00423670845741249,77.57189245218092,,,1738009800000.0,100634.52857142857,-6.416616007564284,止损
open,long,1738011600000,102268.6,0.0037925566817273784,77.57189245218092,101066.07142857143,601.2642857142876,,,,
close,long,1738011600000,102268.6,0.0037925566817273784,73.01123468364142,,,1738013400000.0,101066.07142857143,-4.560657768539506,止损
open,long,1738124100000,102100.0,0.00357547672299909,73.01123468364142,101603.75714285714,248.12142857142837,,,,
close,long,1738124100000,102100.0,0.00357547672299909,71.89818877977179,,,1738158300000.0,101788.7,-1.1130459038696272,信号平仓
open,long,1738174500000,102536.4,0.003505983669202927,71.89818877977179,101804.79999999999,365.7999999999998,,,,
close,long,1738174500000,102536.4,0.003505983669202927,69.33321112738291,,,1738177200000.0,101804.79999999999,-2.564977652388882,止损
open,long,1738325700000,104665.9,0.003312120333718189,69.33321112738291,104207.11428571428,229.3928571428582,,,,
close,long,1738325700000,104665.9,0.003312120333718189,67.81365763427779,,,1738333800000.0,104207.11428571428,-1.519553493105124,止损
open,short,1738647000000,98715.1,0.003434816843333887,67.81365763427779,99603.45714285715,444.17857142857247,,,,
close,short,1738647000000,98715.1,0.003434816843333887,64.76231355709609,,,1738672200000.0,99603.45714285715,-3.0513440771816893,止损
open,short,1738775700000,97569.8,0.003318768387200553,64.76231355709609,98661.88571428572,546.0428571428575,,,,
close,short,1738775700000,97569.8,0.003318768387200553,64.48021824418404,,,1738815300000.0,97654.8,-0.282095312912047,信号平仓
open,short,1738855800000,97140.3,0.0033189221283125565,64.48021824418404,98076.81428571428,468.25714285714014,,,,
