open_time,open,high,low,close,volume,close_time
1730188800000,71004.1,71580.0,70960.0,71440.1,27038.505,1730203199999
1730203200000,71440.0,72490.0,70900.0,72374.9,101844.283,1730217599999
1730217600000,72374.9,73660.0,72328.6,72528.6,111067.51,1730231999999
1730232000000,72534.6,72999.0,71871.1,72739.5,44507.259,1730246399999
1730246400000,72739.5,72797.4,72018.0,72249.9,28141.259,1730260799999
1730260800000,72249.9,72628.5,72112.6,72244.8,18203.431,1730275199999
1730275200000,72244.8,72620.0,71931.1,71995.0,28224.538,1730289599999
1730289600000,71994.9,72484.5,71444.2,72058.8,69872.822,1730303999999
1730304000000,72058.8,72207.1,71655.0,71826.1,25715.669,1730318399999
1730318400000,71826.0,72984.9,71631.6,72349.0,56951.089,1730332799999
1730332800000,72349.0,72598.5,72030.5,72359.9,19966.004,1730347199999
1730347200000,72360.0,72488.9,72144.8,72417.8,12421.816,1730361599999
1730361600000,72417.8,72720.3,72150.0,72213.3,25593.011,1730375999999
1730376000000,72213.4,72270.0,70453.1,70638.7,108897.549,1730390399999
1730390400000,70638.6,70922.4,70050.0,70128.1,54149.039,1730404799999
1730404800000,70128.0,70669.7,69705.0,70321.9,35457.909,1730419199999
1730419200000,70321.9,70500.0,68870.4,69397.7,61743.169,1730433599999
1730433600000,69397.7,69721.8,69100.9,69301.0,21979.496,1730447999999
1730448000000,69301.0,70248.6,69270.0,70024.8,33299.189,1730462399999
1730462400000,70024.7,71650.0,69036.0,69381.0,132614.932,1730476799999
1730476800000,69381.1,70543.3,68822.5,69278.6,82079.073,1730491199999
1730491200000,69278.6,69634.9,68856.3,69495.5,20875.229,1730505599999
1730505600000,69495.4,69913.1,69480.8,69599.9,13396.546,1730519999999
1730520000000,69599.9,69822.5,69450.0,69813.1,9480.066,1730534399999
1730534400000,69813.0,69846.2,69413.0,69602.5,9919.876,1730548799999
1730548800000,69602.6,69700.0,69022.8,69394.0,25701.195,1730563199999
1730563200000,69393.9,69610.9,69221.6,69502.6,11944.529,1730577599999
1730577600000,69502.5,69570.0,69150.1,69366.6,8871.893,1730591999999
1730592000000,69366.6,69393.7,67846.0,68367.5,53265.097,1730606399999
1730606400000,68367.6,68772.8,68287.6,68395.6,20698.181,1730620799999
1730620800000,68395.5,68605.5,68183.8,68345.4,17859.381,1730635199999
1730635200000,68345.4,68549.7,67446.6,68076.0,57554.991,1730649599999
1730649600000,68075.6,68691.4,67660.0,68670.0,43218.091,1730663999999
1730664000000,68670.0,69348.0,68483.1,68762.5,33881.635,1730678399999
1730678400000,68762.5,69495.3,68220.0,69034.0,31791.122,1730692799999
1730692800000,69034.0,69397.2,68600.9,68601.0,21320.158,1730707199999
1730707200000,68601.0,69029.8,68456.3,68778.0,25361.648,1730721599999
1730721600000,68778.1,69243.8,68173.3,68614.7,47079.052,1730735999999
1730736000000,68614.8,68808.6,67205.0,67845.7,66818.212,1730750399999
1730750400000,67845.6,68093.0,66810.0,67834.3,52541.974,1730764799999
1730764800000,67834.4,68264.3,67454.2,68226.3,26196.71,1730779199999
1730779200000,68226.2,68967.0,68200.0,68876.0,24619.45,1730793599999
1730793600000,68875.9,69100.0,68588.2,68788.4,24112.3,1730807999999
1730808000000,68788.5,70300.0,68642.1,69615.3,85206.886,1730822399999
1730822400000,69615.2,70537.4,68650.0,68955.9,72195.636,1730836799999
1730836800000,68955.9,69875.1,68786.4,69353.1,40739.888,1730851199999
1730851200000,69353.1,75656.1,69272.7,74367.1,220262.621,1730865599999
1730865600000,74367.1,75486.4,73112.0,73435.9,150835.366,1730879999999
1730880000000,73435.8,74488.1,72721.5,74291.6,80333.054,1730894399999
1730894400000,74291.7,74801.1,73500.0,74289.6,98258.389,1730908799999
1730908800000,74289.7,75896.5,74134.5,75817.9,72281.048,1730923199999
1730923200000,75817.9,76420.0,75500.0,75579.9,55469.808,1730937599999
1730937600000,75579.9,76072.5,75000.0,75062.9,42389.268,1730951999999
1730952000000,75062.8,75083.0,74450.0,74800.0,33140.462,1730966399999
1730966400000,74800.0,75195.0,74719.3,74776.9,22641.139,1730980799999
1730980800000,74776.9,76094.6,74508.0,76081.6,53654.903,1730995199999
1730995200000,76081.5,76750.4,75577.8,76533.3,85759.805,1731009599999
1731009600000,76533.2,76900.0,75471.1,75859.4,43089.456,1731023999999
1731024000000,75859.4,76350.2,75576.3,75900.4,26499.94,1731038399999
1731038400000,75900.4,76247.0,75696.1,76171.0,20162.471,1731052799999
1731052800000,76171.0,76350.0,75775.8,75951.9,23054.513,1731067199999
1731067200000,75952.0,76627.8,75620.1,76423.3,58380.345,1731081599999
1731081600000,76423.3,77182.9,75820.0,76894.4,72505.49,1731095999999
1731096000000,76894.4,77080.4,76278.5,76482.2,29767.565,1731110399999
1731110400000,76482.2,76618.3,76122.4,76330.0,15792.551,1731124799999
1731124800000,76330.1,76800.0,76285.7,76523.9,18270.772,1731139199999
1731139200000,76523.9,76735.0,76358.8,76478.6,12472.435,1731153599999
1731153600000,76478.6,76552.1,76255.0,76305.7,15353.18,1731167999999
1731168000000,76305.6,76700.0,75683.2,76195.2,35282.838,1731182399999
1731182400000,76195.2,76920.0,76158.8,76675.1,20582.258,1731196799999
1731196800000,76675.1,77543.1,76501.1,77204.0,45047.568,1731211199999
1731211200000,77204.0,79882.8,77133.3,78858.2,112080.688,1731225599999
1731225600000,78858.2,80178.0,78858.1,79926.7,48780.387,1731239999999
1731240000000,79926.7,80200.0,79200.0,79735.1,54489.793,1731254399999
1731254400000,79735.1,81199.0,79386.0,79793.4,75109.372,1731268799999
