open_time,open,high,low,close,volume,close_time
1736201700000,101678.3,101934.3,101664.8,101897.6,866.871,1736202599999
1736202600000,101897.6,102047.3,101880.0,101943.8,539.926,1736203499999
1736203500000,101943.8,102047.4,101943.7,101966.0,381.599,1736204399999
1736204400000,101965.9,102136.0,101852.1,101969.2,881.936,1736205299999
1736205300000,101969.2,102100.0,101957.6,102037.0,498.507,1736206199999
1736206200000,102037.1,102167.2,101923.0,102136.5,687.417,1736207099999
1736207100000,102136.5,102200.0,102107.8,102180.4,544.843,1736207999999
1736208000000,102180.5,102216.7,101913.7,101990.0,1236.667,1736208899999
1736208900000,101990.0,102399.2,101890.3,102340.0,1824.78,1736209799999
1736209800000,102340.1,102762.1,101957.4,102009.9,4577.39,1736210699999
1736210700000,102010.0,102180.0,101923.0,102004.7,1262.261,1736211599999
1736211600000,102004.6,102028.2,101750.7,101780.0,1328.645,1736212499999
1736212500000,101780.1,101875.9,101650.0,101650.1,747.801,1736213399999
1736213400000,101650.0,101959.2,101646.2,101930.1,1251.669,1736214299999
1736214300000,101930.0,101998.0,101789.0,101873.9,632.828,1736215199999
1736215200000,101873.9,101979.9,101850.4,101910.0,421.175,1736216099999
1736216100000,101910.0,101975.3,101800.0,101806.0,563.619,1736216999999
1736217000000,101806.0,101830.5,101744.0,101770.1,441.127,1736217899999
1736217900000,101770.0,101795.1,101608.5,101627.7,799.349,1736218799999
1736218800000,101627.7,101785.7,101618.8,101624.8,913.391,1736219699999
1736219700000,101624.8,101683.9,101587.5,101621.8,666.413,1736220599999
1736220600000,101621.9,101774.3,101580.3,101581.1,560.893,1736221499999
1736221500000,101581.0,101699.0,101459.4,101661.3,896.327,1736222399999
1736222400000,101661.4,101821.8,101659.8,101812.9,651.177,1736223299999
1736223300000,101813.0,101834.3,101741.5,101833.1,406.557,1736224199999
1736224200000,101833.1,101885.0,101727.8,101738.0,569.309,1736225099999
1736225100000,101738.0,101766.3,101610.4,101610.7,351.265,1736225999999
1736226000000,101610.8,101736.6,101528.8,101667.8,760.662,1736226899999
1736226900000,101667.7,101749.0,101563.0,101674.7,1116.818,1736227799999
1736227800000,101674.8,101702.5,101579.3,101603.0,514.701,1736228699999
1736228700000,101603.0,101710.0,101588.1,101698.8,548.187,1736229599999
1736229600000,101698.8,101700.0,101596.4,101700.0,454.024,1736230499999
1736230500000,101699.9,101857.9,101699.9,101793.7,640.797,1736231399999
1736231400000,101793.8,101823.5,101734.7,101788.9,380.482,1736232299999
1736232300000,101788.9,101795.4,101730.6,101771.0,346.339,1736233199999
1736233200000,101771.1,101986.1,101756.7,101821.9,1067.338,1736234099999
1736234100000,101822.0,101822.0,101727.9,101733.7,435.563,1736234999999
1736235000000,101733.8,101774.8,101621.9,101717.2,733.029,1736235899999
1736235900000,101717.2,101717.3,101600.9,101649.3,611.446,1736236799999
1736236800000,101649.3,101713.1,101582.7,101601.0,771.405,1736237699999
1736237700000,101601.0,101797.6,101580.0,101757.6,798.161,1736238599999
1736238600000,101757.6,101876.4,101750.0,101850.0,644.139,1736239499999
1736239500000,101849.9,101973.1,101799.2,101862.0,956.5,1736240399999
1736240400000,101862.1,101888.7,101768.7,101812.8,412.165,1736241299999
1736241300000,101812.8,101812.8,101701.0,101729.7,499.055,1736242199999
1736242200000,101729.8,101750.7,101613.7,101638.9,763.463,1736243099999
1736243100000,101639.0,101740.0,101600.1,101682.6,701.735,1736243999999
1736244000000,101682.7,101682.7,101366.3,101399.8,3026.432,1736244899999
1736244900000,101399.8,101522.3,101333.0,101496.8,1181.989,1736245799999
1736245800000,101496.5,101543.5,101400.0,101457.0,730.88,1736246699999
1736246700000,101457.1,101457.1,101349.2,101366.9,636.464,1736247599999
1736247600000,101366.8,101425.5,101247.0,101347.2,1453.471,1736248499999
1736248500000,101347.2,101430.8,101255.4,101324.6,874.834,1736249399999
1736249400000,101324.6,101324.6,100565.1,100614.2,7794.23,1736250299999
1736250300000,100614.2,100868.0,100435.4,100787.0,5999.383,1736251199999
1736251200000,100787.0,100907.6,100670.4,100670.4,2239.625,1736252099999
1736252100000,100670.4,100782.3,100580.0,100597.9,1411.944,1736252999999
1736253000000,100598.0,100855.8,100594.2,100808.0,1211.572,1736253899999
1736253900000,100808.0,100887.9,100682.0,100712.3,1136.217,1736254799999
1736254800000,100712.4,100806.1,100645.0,100715.8,974.33,1736255699999
1736255700000,100715.9,100899.0,100623.7,100896.0,1219.777,1736256599999
1736256600000,100896.0,100914.2,100558.4,100659.6,1511.318,1736257499999
1736257500000,100659.7,100748.5,100573.2,100590.0,828.539,1736258399999
1736258400000,100590.1,100779.3,100522.3,100528.1,1132.405,1736259299999
1736259300000,100528.1,100833.1,100456.1,100713.6,1694.606,1736260199999
1736260200000,100713.5,100815.3,100167.0,100682.3,7315.871,1736261099999
1736261100000,100682.2,100779.5,99702.0,99945.3,9185.675,1736261999999
1736262000000,99945.3,100114.5,98388.0,98571.6,28019.715,1736262899999
1736262900000,98571.6,98800.0,98100.0,98443.7,15059.667,1736263799999
1736263800000,98443.6,98528.3,97450.0,97552.8,16716.738,1736264699999
1736264700000,97552.8,98260.0,97100.0,97915.3,12914.63,1736265599999
1736265600000,97915.4,98103.0,97529.1,97792.1,7330.131,1736266499999
1736266500000,97792.2,98067.2,97663.1,97972.2,3430.489,1736267399999
1736267400000,97972.1,98307.9,97750.0,98154.7,4269.136,1736268299999
1736268300000,98154.5,98177.4,97696.0,97706.3,2444.762,1736269199999
1736269200000,97706.4,97775.0,97306.0,97365.6,4130.179,1736270099999
1736270100000,97365.6,97544.5,97198.6,97303.5,4188.109,1736270999999
1736271000000,97304.1,97541.8,96629.3,97201.9,8078.218,1736271899999
1736271900000,97201.9,97360.0,96530.8,97250.9,8592.082,1736272799999
1736272800000,97250.8,97514.7,97171.5,97372.9,3201.788,1736273699999
1736273700000,97372.9,97382.7,96980.7,97049.6,2952.239,1736274599999
1736274600000,97049.7,97117.8,96686.5,96858.9,3606.311,1736275499999
1736275500000,96858.9,96930.0,96579.0,96729.2,3263.125,1736276399999
1736276400000,96729.1,97170.0,96680.1,97143.7,2826.444,1736277299999
1736277300000,97143.8,97163.9,96672.5,96832.9,2424.939,1736278199999
1736278200000,96832.8,96852.7,96295.9,96682.1,5319.526,1736279099999
1736279100000,96682.1,96816.3,96351.0,96433.3,2377.382,1736279999999
1736280000000,96433.3,96694.7,96214.3,96441.1,4385.584,1736280899999
1736280900000,96441.2,96544.5,96165.0,96254.1,2567.059,1736281799999
1736281800000,96254.1,96603.8,96153.0,96225.5,3753.938,1736282699999
1736282700000,96225.6,96849.5,96202.3,96504.8,3761.967,1736283599999
1736283600000,96504.7,96865.9,96470.2,96860.1,2421.679,1736284499999
1736284500000,96860.1,96998.5,96815.1,96885.3,1712.834,1736285399999
1736285400000,96885.4,97074.3,96358.7,96633.4,2704.871,1736286299999
1736286300000,96633.4,96741.0,96432.3,96475.7,1400.356,1736287199999
