2025-07-06 01:16:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:16:55 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:55 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:55 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:55 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:16:56 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:56 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:56 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:56 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:16:57 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:16:57 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:16:57 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:16:57 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:00 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:00 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:00 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:00 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:03 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:03 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:03 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:03 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:07 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:07 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:07 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:07 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:55 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:55 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:55 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:55 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:56 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:56 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:56 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:56 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:17:57 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:17:57 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:17:57 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:17:57 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:18:00 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:18:00 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:18:00 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:18:00 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:18:03 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:18:03 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:18:03 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:18:03 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-06 01:18:07 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-06 01:18:07 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-06 01:18:07 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-06 01:18:07 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
