2025-07-05 22:21:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:21:55 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:55 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:55 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:55 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:21:56 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:56 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:56 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:56 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:21:57 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:01 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:01 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:01 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:01 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:05 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:05 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:05 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:05 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:08 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:08 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:08 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:08 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:54 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:55 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:55 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:55 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:55 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:56 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:56 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:56 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:56 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:57 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:57 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:57 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:57 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:22:58 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:22:58 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:22:58 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:22:58 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:23:01 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:23:01 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:23:01 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:23:01 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:23:05 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:23:05 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:23:05 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:23:05 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:23:08 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:23:08 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:23:08 | INFO     | __main__:get_account:48 - web_app.py用的BACKPACK_API_KEY: %s
2025-07-05 22:23:08 | INFO     | __main__:get_account:49 - web_app.py用的BACKPACK_API_SECRET: %s
2025-07-05 22:23:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
2025-07-05 22:23:54 | INFO     | __main__:get_account:46 - ex实例类型: %s
2025-07-05 22:23:54 | INFO     | __main__:get_account:44 - 收到的exchange参数: %s
